Traffic,PM10,NO2,O3
31208.93976774178,15.148455264521413,22.645337995338,67.4197163947164
31197.3083542057,15.271970792108629,22.488315850815855,68.21286907536908
31185.67694066962,15.395486319695847,22.33129370629371,69.00602175602177
31174.045527133534,15.519001847283063,22.174271561771565,69.79917443667445
31162.414113597453,15.64251737487028,22.017249417249424,70.59232711732713
31150.782700061372,15.766032902457496,21.86022727272728,71.38547979797981
30978.035589516847,15.783333333333333,21.995833333333334,73.64166666666667
30898.236520046503,15.679166666666665,21.666666666666668,71.5375
30935.55943930439,16.333333333333336,21.4375,71.3875
31293.645133429556,16.745833333333334,21.249999999999996,73.97916666666667
31476.172734119195,16.51666666666667,20.55833333333333,76.79583333333333
31288.984882457138,16.47083333333333,20.337499999999995,77.5625
31185.417025691007,16.416666666666664,20.470833333333335,78.62083333333334
31065.420918530086,16.3375,20.579166666666666,77.89166666666667
30985.137921216206,16.534753235422777,20.720833333333328,77.13333333333334
30992.834693765188,17.761173137512223,21.437499999999996,79.59166666666667
30918.15083907331,17.507006470845557,20.66666666666666,80.32916666666665
30884.546447772656,16.740339804178888,18.954166666666666,80.02083333333333
30944.209082181264,16.69033980417889,17.337500000000002,82.61666666666666
30975.194489247315,15.611173137512223,15.895833333333336,85.29166666666666
31020.440649001535,14.12783980417889,15.216666666666669,84.9
31121.061213517667,13.29033980417889,14.766666666666667,84.62083333333332
31272.142799539168,13.54033980417889,14.8125,84.34583333333332
31452.779941116234,14.452839804178893,15.108333333333334,86.89999999999999
31655.384824628774,15.032006470845559,15.104166666666666,87.65416666666667
31819.581061187917,15.261173137512225,15.141666666666667,85.70416666666667
31944.6113031234,15.543086568756115,15.229166666666664,86.75833333333333
32052.529985919104,14.695833333333335,14.712499999999995,86.64583333333334
32150.959779825913,14.487499999999999,15.908333333333331,87.74583333333334
32255.347907066047,15.762499999999998,18.016666666666666,87.26666666666665
32281.081778033797,17.162499999999998,18.579166666666666,84.78333333333332
32291.086467437366,18.141666666666666,19.400000000000002,82.50833333333331
32302.21615684094,18.724999999999994,20.18333333333333,79.18333333333334
31851.049860994135,19.466666666666665,20.437499999999996,77.24166666666667
31421.42393253085,19.545833333333327,20.770833333333336,76.26666666666667
31421.157176258446,19.049999999999997,20.900000000000002,73.47083333333333
31316.81730170647,18.933333333333334,20.870833333333337,71.475
31349.160894896435,18.775000000000002,20.6875,72.30416666666666
31443.35206873156,18.900000000000006,20.645833333333332,73.97916666666667
31485.46219417959,19.879166666666666,20.791666666666668,75.40833333333333
31663.49575152726,20.191666666666666,20.3625,75.51249999999999
31797.371647584612,19.354166666666664,19.737500000000004,76.44166666666666
31859.458206724397,21.275,20.67916666666667,76.35
31944.918811099626,26.745833333333337,22.39166666666667,74.89999999999999
31957.8173475025,30.43333333333333,23.2375,74.46666666666665
32320.285016237165,31.2625,23.720833333333335,75.86250000000001
32783.877833484294,31.724999999999998,24.074999999999996,79.05833333333334
32881.191227644485,32.125,24.06666666666667,82.00416666666668
32938.6987545262,32.104166666666664,24.02916666666666,82.92083333333333
32946.751218683916,31.925,23.945833333333326,81.51666666666665
33047.26689968751,31.545833333333334,23.64166666666667,81.45833333333331
33091.35332441869,31.470833333333335,23.049999999999997,82.71249999999999
33062.20314520722,31.40416666666667,22.349999999999994,84.9875
33219.535896103276,30.012500000000006,21.166666666666664,88.40416666666665
33462.39405022514,26.35416666666667,19.595833333333335,90.24583333333332
33469.84682800293,21.720833333333335,18.520833333333332,89.76666666666665
33301.95728307204,20.116666666666667,19.099999999999998,86.82916666666665
33140.64315096759,20.979166666666668,19.945833333333333,82.27916666666665
32884.719954580054,21.237499999999997,19.729166666666668,79.13749999999999
32713.903548488615,20.608333333333334,19.441666666666666,76.26249999999999
32646.556181718654,20.549999999999997,19.233333333333334,74.13749999999999
32580.380509675648,20.9875,19.191666666666666,76.6625
32508.57446128855,20.987499999999997,19.070833333333336,81.03333333333333
32483.43301088209,19.829166666666666,18.90416666666667,84.82083333333333
32476.633719973837,18.666666666666668,18.079166666666666,87.50416666666666
32412.721847213976,18.4875,17.275,87.77916666666667
32361.232196676334,18.90416666666667,17.25,86.3
32419.722384848374,18.833333333333332,16.958333333333332,86.92083333333332
32476.35813753655,17.529166666666665,16.191666666666663,91.01249999999999
32454.833463957442,16.829166666666662,16.254166666666666,93.81666666666665
32430.939166722426,17.633333333333333,17.291666666666668,96.01666666666665
32389.16180230959,18.383333333333333,17.758333333333333,97.91666666666666
32367.481212090304,17.966666666666665,17.829166666666662,99.29583333333332
32316.041427144068,18.000000000000004,17.958333333333332,100.70833333333333
32261.31131961719,18.125,17.90833333333333,98.10000000000001
32168.98906034623,18.145833333333332,17.629166666666663,95.33333333333334
32057.517741935484,18.2625,17.466666666666665,94.34166666666668
32034.10389784946,18.779166666666665,17.5,92.64166666666667
31998.09422043011,18.554166666666664,17.1125,93.675
31943.91518817204,17.766666666666666,16.712500000000002,94.875
31919.411155913975,17.7125,17.020833333333336,94.21250000000002
31913.356199017424,16.874999999999996,16.741666666666667,92.97500000000001
31402.974629217646,15.429166666666665,15.58333333333333,89.1125
30145.27301631441,14.645833333333332,15.337499999999999,83.95416666666667
29333.930373541665,14.758333333333331,15.500000000000002,80.35416666666666
29238.975242144876,14.474999999999998,15.295833333333334,77.29583333333333
28949.75963031875,14.349999999999998,15.241666666666669,77.48333333333333
28615.585582450803,14.1875,15.170833333333333,77.62916666666668
28354.661802463215,13.591666666666669,15.012500000000001,76.37083333333334
27904.280400541073,13.054166666666667,15.125000000000002,77.58333333333331
27490.815779819786,13.158333333333335,15.729166666666666,77.54583333333335
27091.257428930934,13.679166666666664,16.949999999999996,76.80000000000001
26691.699078042082,11.775369075369063,14.590408896658888,69.21620532245532
