Traffic,CO (mg/m³)
17943.138983239063,0.29104603729603745
18019.23790069258,0.2913898601398603
18095.336818146097,0.29173368298368313
18171.43573559961,0.29207750582750597
18247.534653053128,0.2924213286713288
18323.633570506645,0.29276515151515164
18554.75125757013,0.28250000000000003
18545.5579028506,0.28958333333333336
18511.286591141827,0.29666666666666675
18562.585739887352,0.29791666666666666
18645.31365207374,0.2975
18695.56920768423,0.29874999999999996
18767.8988383108,0.29916666666666664
18863.264845587964,0.2975000000000001
18994.72299472558,0.29833333333333334
19130.749512942275,0.30333333333333334
19235.16554940224,0.30166666666666664
19312.452315277147,0.2770833333333333
19352.938722376344,0.2533333333333333
19383.026375986174,0.24374999999999997
19421.869405940084,0.23333333333333328
19458.470570814636,0.22749999999999998
19492.956144291333,0.22583333333333333
19538.830741010588,0.22500000000000003
19615.0331444342,0.22583333333333333
19701.74240597424,0.22458333333333333
19783.65804715921,0.2225
19854.182738619937,0.21999999999999997
19903.290134059607,0.22791666666666666
19921.74454201983,0.23958333333333331
19956.255446748597,0.24666666666666665
20041.519367639532,0.25333333333333335
20111.420385304664,0.25458333333333333
20141.749775985667,0.255
20123.951478494622,0.255
20128.976792114696,0.2520833333333333
20149.01554659498,0.24875
20122.230600358424,0.24958333333333332
20079.626344086024,0.2520833333333333
20044.227732974912,0.255
20042.56384408602,0.2529166666666667
20095.808557347667,0.2445833333333333
20138.96581541219,0.24124999999999996
20101.104916728465,0.24499999999999997
20106.59482449635,0.24749999999999997
20127.52345352861,0.24625000000000002
20160.750469657643,0.24541666666666667
20193.05109689779,0.24666666666666662
20166.08290693363,0.24791666666666667
20165.86382091213,0.24791666666666667
20177.60598041033,0.2458333333333333
20178.763462489183,0.24208333333333332
20195.687611234705,0.2358333333333333
20200.687028797427,0.2358333333333333
20196.97600729205,0.22999999999999998
20244.357067266097,0.22916666666666669
20279.437051971327,0.2433333333333333
20304.7519265233,0.2533333333333333
20358.500940860213,0.25875
20425.298566308244,0.25833333333333336
20496.180869175623,0.25708333333333333
20555.420116487454,0.2575
20626.42615377333,0.25875
20723.30529019729,0.25666666666666665
20792.100320997808,0.25416666666666665
20848.564455554242,0.2545833333333333
20911.22662599454,0.25741115754440136
20957.53131978573,0.24905455207774718
20959.852181948747,0.23442119506718906
20976.537518482495,0.22710158837448252
21009.65708040647,0.22329266859105745
21023.693008332088,0.22387523126404002
21053.596567090164,0.22457331369443373
21078.62769942685,0.22403626314779154
21112.261114415185,0.22293063273306205
21148.093025326318,0.2234554518639963
21187.524829637747,0.22605102188471504
21232.80923720815,0.22571396015891745
21271.39065156398,0.22503403547072628
21305.640147318278,0.22538799633708675
21320.144754228357,0.22446446677614226
21335.987095299337,0.22407646375754708
21384.427877078564,0.22382405489796553
21442.409645410502,0.22349121213169618
21478.460682351048,0.22274753134189007
21488.864810237512,0.2217405752437198
21511.692961186887,0.2213976337602196
21547.92994169252,0.22122907065972855
21587.62237785812,0.2215087604873907
21632.89502830369,0.22000416519979923
21671.229621185976,0.21385570433049092
21699.910271539455,0.21310834893078465
21788.926908389745,0.2161652355022873
21876.23066754291,0.215122845213589
21875.58974368204,0.21376750718992896
